gene	distance
276378at32523	0.8823529411764706
27657at32523	0.875
277011at32523	0.6470588235294118
277398at32523	0.7222222222222222
277530at32523	0.8888888888888888
277691at32523	0.6666666666666666
278042at32523	0.7058823529411765
278087at32523	0.7647058823529411
278185at32523	0.6428571428571429
278412at32523	0.625
278518at32523	0.6428571428571429
279020at32523	0.7222222222222222
279423at32523	0.8235294117647058
279478at32523	0.9285714285714286
279702at32523	0.6666666666666666
279957at32523	0.6470588235294118
281238at32523	0.7777777777777778
281245at32523	0.875
281656at32523	0.7058823529411765
281797at32523	0.8888888888888888
282478at32523	0.6153846153846154
282804at32523	0.875
282826at32523	0.625
282898at32523	0.75
282956at32523	0.625
283153at32523	0.7777777777777778
283164at32523	0.625
283167at32523	0.8235294117647058
283327at32523	0.6875
283371at32523	0.9230769230769231
283389at32523	0.7058823529411765
283461at32523	0.6666666666666666
283521at32523	0.7142857142857143
283660at32523	0.6875
283734at32523	0.7
283757at32523	0.6875
283776at32523	0.9444444444444444
283853at32523	0.6923076923076923
283967at32523	0.6666666666666666
284008at32523	0.8235294117647058
284331at32523	0.8888888888888888
284667at32523	0.625
284695at32523	0.6666666666666666
285079at32523	0.8235294117647058
285163at32523	0.7692307692307693
285773at32523	0.8461538461538461
286526at32523	0.7058823529411765
287006at32523	0.8333333333333334
287649at32523	0.7058823529411765
287864at32523	0.75
287872at32523	0.7142857142857143
288030at32523	0.9166666666666666
288247at32523	0.6666666666666666
288365at32523	0.6428571428571429
288598at32523	0.75
288923at32523	0.8125
289170at32523	0.7058823529411765
289591at32523	0.8125
289961at32523	0.6666666666666666
290126at32523	0.9411764705882353
290134at32523	1
290216at32523	0.8
290236at32523	0.75
290488at32523	0.6470588235294118
290670at32523	0.7777777777777778
290800at32523	0.6875
290884at32523	0.9
29093at32523	0.75
291010at32523	0.6666666666666666
291451at32523	0.6875
291672at32523	0.875
292000at32523	0.6428571428571429
292094at32523	0.6470588235294118
292234at32523	0.6363636363636364
292288at32523	0.6875
292291at32523	0.7647058823529411
293246at32523	0.6470588235294118
293248at32523	0.9
293250at32523	0.6875
293265at32523	0.7222222222222222
293308at32523	0.9411764705882353
293354at32523	1
293431at32523	0.8235294117647058
293628at32523	0.625
293808at32523	0.625
293833at32523	0.6363636363636364
293881at32523	0.8823529411764706
293975at32523	0.7
294083at32523	0.8
294122at32523	0.9333333333333333
294423at32523	0.8823529411764706
294624at32523	0.8461538461538461
294828at32523	0.8125
295457at32523	0.7777777777777778
295641at32523	0.8823529411764706
296619at32523	0.7058823529411765
296888at32523	0.625
297345at32523	0.7
298029at32523	0.7222222222222222
298204at32523	0.6363636363636364
298305at32523	1
298630at32523	0.7333333333333333
299063at32523	0.6666666666666666
299311at32523	0.7058823529411765
299480at32523	0.6923076923076923
299492at32523	0.7058823529411765
299975at32523	0.6470588235294118
301105at32523	0.7333333333333333
301243at32523	0.7058823529411765
301474at32523	0.8
301621at32523	1
302394at32523	0.9166666666666666
302602at32523	0.9444444444444444
302721at32523	0.8
302930at32523	0.6666666666666666
302932at32523	0.6666666666666666
303212at32523	0.8333333333333334
303889at32523	0.8235294117647058
304313at32523	0.6470588235294118
304806at32523	0.8125
305138at32523	0.9230769230769231
305143at32523	0.6428571428571429
305431at32523	0.6153846153846154
305787at32523	0.875
306068at32523	0.7647058823529411
306698at32523	0.7647058823529411
307031at32523	0.6923076923076923
307163at32523	0.6470588235294118
307391at32523	1
308580at32523	0.7333333333333333
308747at32523	0.75
32680at32523	0.6666666666666666
34044at32523	1
34904at32523	0.75
35484at32523	0.7058823529411765
3576at32523	0.8666666666666667
38067at32523	0.7142857142857143
38690at32523	0.6875
40881at32523	0.6470588235294118
4188at32523	0.6363636363636364
44174at32523	0.625
45054at32523	0.8333333333333334
45393at32523	0.6875
46651at32523	0.875
48469at32523	1
51849at32523	0.6875
56400at32523	0.6666666666666666
58546at32523	0.7647058823529411
61630at32523	0.6666666666666666
62512at32523	1
63845at32523	0.6666666666666666
66945at32523	0.7222222222222222
67700at32523	0.7142857142857143
68740at32523	0.6470588235294118
69006at32523	0.75
69828at32523	0.625
71241at32523	0.6470588235294118
71760at32523	0.8
74571at32523	0.7857142857142857
75577at32523	0.7333333333333333
80962at32523	0.6666666666666666
81392at32523	0.8666666666666667
83777at32523	0.8235294117647058
83849at32523	0.7222222222222222
85312at32523	0.625
85764at32523	0.6666666666666666
87897at32523	0.6428571428571429
88369at32523	0.8
89208at32523	0.7142857142857143
89875at32523	0.6923076923076923
91147at32523	0.6666666666666666
91631at32523	0.6470588235294118
91728at32523	0.7
92675at32523	0.75
92893at32523	0.625
94920at32523	0.6470588235294118
96523at32523	0.8
96968at32523	0.625
97094at32523	0.7058823529411765
99102at32523	0.7777777777777778
